AQI Bucket,City,Date,AQI,Benzene,CO,N Ox,NH3,NO,NO2,O3,Pm10,Pm2.5,SO2,Toluene,Xylene
Moderate,Talcher,22-03-2020,107,0,1.81,8.29,13.76,27.92,4.64,46.93,50.61,34.34,4.95,,
Satisfactory,Talcher,23-03-2020,97,0,1.68,0.31,13.07,1.32,5.45,37.47,65.46,27.46,2.1,,
Moderate,Talcher,24-03-2020,115,0,2.28,0.21,13.05,1.04,5.64,46.06,108.4,56.25,0.41,,
Moderate,Talcher,25-03-2020,134,0,2.52,21.62,14.95,46.34,5.19,43.26,108.97,68.47,,,
Moderate,Talcher,26-03-2020,130,0,2.59,3.98,13.38,150.78,5.79,40.54,133.38,64.41,0.01,,
Moderate,Talcher,27-03-2020,141,0,2.11,0.77,13.1,34.3,5.5,54.82,119.14,54.97,,,
Moderate,Talcher,28-03-2020,133,0,2.37,0.6,13.12,0.62,5.03,50.63,146.69,65.98,,,
Moderate,Talcher,29-03-2020,137,0,2.21,3.21,13.42,8.42,4.23,60.26,118.7,59.43,,,
Moderate,Talcher,30-03-2020,121,0,1.98,1.25,13.27,2.63,4.06,60.42,90.42,42.71,,,
Moderate,Talcher,31-03-2020,146,0,2.15,2.08,13.4,4.94,5.35,58.9,114.04,54.34,,,
Moderate,Talcher,01-04-2020,113,0,1.96,39.05,23.23,82.19,3.81,50.75,96.26,41.97,3.14,,
Moderate,Talcher,02-04-2020,123,0,1.91,0.7,13.25,0.8,4.42,48.06,77.07,40.35,,,
,Talcher,03-04-2020,,0,2.02,7.75,13.72,85.48,5.83,106.75,73.46,34.17,,,
Moderate,Talcher,04-04-2020,146,0,2.41,0.58,13.16,0.99,4.92,65.39,95.79,56.16,,,
Moderate,Talcher,05-04-2020,136,0,1.98,1.47,13.33,2.87,4.16,66.42,76.09,48.41,,,
Moderate,Talcher,06-04-2020,137,0,2.73,6.48,13.86,17.59,4.57,56.99,152.22,71.26,,,
Moderate,Talcher,07-04-2020,154,0,2.2,6.25,13.68,16.7,4.46,69.92,81.53,47.48,,,
Moderate,Talcher,08-04-2020,111,0,2.18,5.34,13.72,18.65,4.27,50.78,61.03,32.06,,,
Moderate,Talcher,09-04-2020,136,0,1.97,17.01,14.76,5.56,4.84,80.29,55.96,28.89,,,
Moderate,Talcher,10-04-2020,139,0,2.05,2.2,13.43,4.72,4.76,70.26,64.08,39.04,,,
Moderate,Talcher,11-04-2020,146,0,2.3,2.7,13.52,7.11,4.35,71.48,101.31,54.04,,,
Moderate,Talcher,12-04-2020,163,0,2.58,2.25,13.41,5.49,4.2,85.9,105.3,34.29,,,
Moderate,Talcher,13-04-2020,153,0,2.46,10.38,14.09,27.57,4.28,78.99,93.94,,,,
Moderate,Talcher,14-04-2020,183,0,2.69,1.8,13.38,4.12,4.75,71.33,136.52,,,,
Moderate,Talcher,15-04-2020,143,0,2.22,5.43,14.01,15.25,4.73,73.88,74.76,,,,
Moderate,Talcher,16-04-2020,183,0,2.22,3.17,13.48,8.09,4.76,95.76,80.82,,,,
Moderate,Talcher,17-04-2020,166,0,2,0.48,13.12,0.8,5.14,81.79,53.28,,,,
Moderate,Talcher,18-04-2020,136,0,1.95,36.27,16.18,57.37,6.29,66.74,55.65,,,,
Moderate,Talcher,19-04-2020,145,0,3.21,3.73,13.48,29.92,4.92,70.94,60.82,,,,
Moderate,Talcher,20-04-2020,147,0,2.37,0.94,13.13,6.6,5.53,69.65,47.79,,,,
Satisfactory,Talcher,21-04-2020,100,0,1.77,5.2,13.6,62.42,5.05,35.77,14.1,,,,
Moderate,Talcher,22-04-2020,101,0,1.9,0.6,13.11,30.15,5.57,36.23,17.19,,,,
Moderate,Talcher,23-04-2020,113,0,1.92,0.4,13.1,0.58,5.22,58.01,39.51,,,,
Moderate,Talcher,24-04-2020,102,0,1.9,13.88,11.45,23.07,9.83,48.42,23.56,25.29,68.72,,
Moderate,Talcher,25-04-2020,101,0,2.04,26.32,3.16,7.32,21.02,55.81,18.85,15.35,52.14,,
Moderate,Talcher,26-04-2020,102,0,1.93,26.72,3.2,6.01,20.71,47.4,18.85,,2.01,,
Moderate,Talcher,27-04-2020,108,0,2.07,26.6,3.19,7.03,20.77,59.9,21.56,,,,
Moderate,Talcher,28-04-2020,113,0,2,27.16,3.24,6.76,20.4,64.6,27,22.48,,,
Moderate,Talcher,29-04-2020,113,0,2.43,47,4.99,17.31,19.15,59.04,7.9,43.23,,,
Moderate,Talcher,30-04-2020,119,0,1.95,28.58,3.37,9.29,19.29,59.27,34.63,15.28,,,
Moderate,Talcher,01-05-2020,118,0,2.12,29.04,3.43,10.13,18.9,53.81,50.67,24.13,,,
,Talcher,02-05-2020,,,,,,,,,,,,,
,Talcher,03-05-2020,,0,1.97,28.72,3.4,9.61,19.13,76.12,40.31,18.27,,,
Satisfactory,Talcher,04-05-2020,100,0,2.02,54.18,5.48,50.3,17.35,47.93,20.65,11.1,,,
Moderate,Talcher,05-05-2020,110,0,1.93,22.37,5.5,8.9,17.53,45.12,65.02,36.55,20.34,,
,Talcher,06-05-2020,,0,1.71,35.48,13.04,61.87,17.46,58.28,100.26,45.62,15.42,,
Satisfactory,Talcher,07-05-2020,96,0,1.56,15.71,11.26,5.4,16.83,49.75,107.07,43.5,14.19,,
,Talcher,08-05-2020,,0,1.53,13.28,10.96,2.67,18.62,82.01,157.36,51.06,13.46,,
Poor,Talcher,09-05-2020,202,0,2.21,29.73,12.36,43.82,17.45,73.52,138.07,88.11,14.81,,
Moderate,Talcher,10-05-2020,128,0,1.5,32.86,12.46,53.08,16.72,56.83,105.32,51.8,13.75,,
Moderate,Talcher,11-05-2020,123,0,1.74,13.47,11.02,4.17,18.5,61.28,173.38,63.56,14.64,,
Satisfactory,Talcher,12-05-2020,100,0,1.43,14.58,11.11,5.35,17.67,48.57,152.81,55.5,14.7,,
Moderate,Talcher,13-05-2020,117,0,1.37,12.7,10.93,3.14,19.07,49.42,140.11,44.4,14.48,,
Moderate,Talcher,14-05-2020,109,0,1.25,40.2,13.88,59.56,13.94,43.26,63.17,51.88,15.37,,
Moderate,Talcher,15-05-2020,109,0,1.41,19.57,11.71,6.75,14.22,54.25,40.6,20.3,15.35,,
Moderate,Talcher,16-05-2020,105,0,1.52,51.27,14.77,37.01,12.24,59.37,51.59,25.8,16.26,,
Moderate,Talcher,17-05-2020,102,0,0.52,4.26,11.45,11.58,10.73,22.03,89.24,44.64,19.22,,
Satisfactory,Talcher,18-05-2020,79,0,0.73,9.61,11.52,9.14,15.14,,30.56,15.28,16.18,,
Satisfactory,Talcher,19-05-2020,95,0,1.6,23.45,12,27.5,15.18,,37.99,18.99,17.11,,
Moderate,Talcher,20-05-2020,103,0,1.87,16.4,11.4,4.09,16.57,,41.39,20.69,19.48,,
Moderate,Talcher,21-05-2020,111,0,2.18,14.94,11.22,0.53,17.64,,68.32,34.16,22.49,,
Satisfactory,Talcher,22-05-2020,84,0,1.49,17.02,11.36,5.81,16.96,,43.85,21.93,23.83,,
Satisfactory,Talcher,23-05-2020,78,0,1.42,16.86,11.42,2.57,16.09,,38.8,19.4,24.92,,
Satisfactory,Talcher,24-05-2020,79,0,1.44,15.51,11.24,4.07,17.06,,40.33,20.16,27.39,,
Satisfactory,Talcher,25-05-2020,77,0,1.4,14.36,11.11,0.87,17.87,,35.01,17.5,28.26,,
Satisfactory,Talcher,26-05-2020,79,0,1.44,14.99,11.17,1.63,17.41,,35.62,17.81,29.36,,
Satisfactory,Talcher,27-05-2020,80,0,1.48,12.42,10.91,0.83,19.34,,36.72,18.36,32.82,,
Satisfactory,Talcher,28-05-2020,77,0,1.41,15.16,11.18,2.4,17.33,,36.91,18.46,27.42,,
Satisfactory,Talcher,29-05-2020,94,0,1.65,14.44,11.09,13.42,18.2,,27.22,13.62,25.28,,
Satisfactory,Talcher,30-05-2020,95,0,1.7,28.91,11.89,88.2,20.72,,40.25,20.12,24.77,,
Satisfactory,Talcher,31-05-2020,86,0,1.52,20.98,11.47,68.89,19.09,,34.24,17.13,26.43,,
Satisfactory,Talcher,01-06-2020,93,0,1.7,16.25,11.17,36.63,18.68,,40.07,20.04,28.07,,
,Talcher,02-06-2020,,0,1.84,24.92,11.76,35.32,17.87,,66.04,33.01,30.46,,
Moderate,Talcher,03-06-2020,115,0,2.24,18.39,11.32,70.5,20.21,,67.58,33.81,30.6,,
Moderate,Talcher,04-06-2020,104,0,0.62,0,,,,,103.71,51.86,,,
,Talcher,05-06-2020,,0,2.04,0,,,,48.11,79.28,39.66,28.08,,
Moderate,Talcher,06-06-2020,114,0,2.12,0,,,,67.62,60.62,30.54,31.02,,
Satisfactory,Talcher,07-06-2020,95,,,,,,,,,,,,
,Talcher,08-06-2020,,0,2.21,0,,,,44.26,95.71,49.69,28.3,,
,Talcher,09-06-2020,,,,,,,,,,,,,
,Talcher,10-06-2020,,,,,,,,,,,,,
,Talcher,11-06-2020,,,,,,,,,,,,,
,Talcher,12-06-2020,,,,,,,,,,,,,
,Talcher,13-06-2020,,,,,,,,,,,,,
,Talcher,14-06-2020,,,,,,,,,,,,,
,Talcher,15-06-2020,,,,,,,,,,,,,
,Talcher,16-06-2020,,0,0,0,,,,,,,,,
,Talcher,17-06-2020,,0,0.66,0,,,,79.65,80.98,64.79,14.76,,
Moderate,Talcher,18-06-2020,101,0,1.35,25.7,,12.9,38.92,,36.92,29.56,16.09,,
Good,Talcher,19-06-2020,48,0,0.54,27.25,,6.63,21.31,,17.21,13.82,15.73,,
Satisfactory,Talcher,20-06-2020,58,0,0.92,30.52,,8.76,21.74,,27.63,22.1,15.83,,
Satisfactory,Talcher,21-06-2020,51,0,0.55,12.44,,10.48,19.37,,23.89,19.14,16.3,,
Satisfactory,Talcher,22-06-2020,51,0,0.52,0,,,,,16.97,13.58,16.61,,
Good,Talcher,23-06-2020,40,0,0.59,0,,,,,22.76,18.24,16.62,,
Satisfactory,Talcher,24-06-2020,62,0,0.3,6.98,,10.62,20.28,40.03,17.63,14.12,17.07,,
Satisfactory,Talcher,25-06-2020,75,0,0.46,21.6,4.62,7.69,25.5,44.58,14.99,12.02,17.23,,
Satisfactory,Talcher,26-06-2020,79,0,0.93,28.81,7.93,7.31,21.5,44.96,16.46,13.17,17.52,,
Satisfactory,Talcher,27-06-2020,90,0,1.18,15.89,6.73,8.17,21.95,48.87,25.94,20.75,18.62,,
Satisfactory,Talcher,28-06-2020,98,0,1.55,0,,,,48.55,31.07,24.88,21.33,,
Satisfactory,Talcher,29-06-2020,99,0,1.59,18.96,10.23,22.82,19.64,46.84,25.46,20.37,20.79,,
Satisfactory,Talcher,30-06-2020,86,0,1.3,47.6,4.45,21.24,26.53,28.77,23.26,18.62,14.34,,
Moderate,Talcher,01-07-2020,101,0,1.52,57.09,1.37,27.73,29.36,14.9,31.06,24.85,14.42,,
,Thiruvananthapuram,16-06-2017,,,0.71,6.2,,2.7,7.1,18.3,10,38,4.1,,
,Thiruvananthapuram,17-06-2017,,,,,,,,,,,,,
,Thiruvananthapuram,18-06-2017,,,,,,,,,,,,,
,Thiruvananthapuram,19-06-2017,,,0.73,3.3,,0.7,5.2,19.1,36,24,4.5,,
,Thiruvananthapuram,20-06-2017,,,,,,,,,,,,,
,Thiruvananthapuram,21-06-2017,,,0.73,3.3,,0.7,5.2,19.1,36,24,4.5,,
,Thiruvananthapuram,22-06-2017,,,0.84,6.17,,2.36,7.97,15.48,37.12,16.25,3.47,,
Good,Thiruvananthapuram,23-06-2017,47,,0.71,4.65,,1.94,5.8,17.54,31.09,15.08,4.65,,
Good,Thiruvananthapuram,24-06-2017,44,,0.6,4.69,,1.87,6.07,16.65,22.15,11.15,4.12,,
Good,Thiruvananthapuram,25-06-2017,38,,0.56,4.29,,1.88,5.22,18.7,23.53,12.25,3.83,,
Good,Thiruvananthapuram,26-06-2017,37,,0.47,4.13,,1.98,4.74,19.53,22.58,10.06,3.73,,
Good,Thiruvananthapuram,27-06-2017,46,,0.64,5.03,,1.9,6.64,14.46,21.61,13.03,4,,
Good,Thiruvananthapuram,28-06-2017,45,,0.64,5.22,,1.89,6.95,15.22,31.38,14.19,4.59,,
Good,Thiruvananthapuram,29-06-2017,48,,0.57,4.3,,1.93,5.13,15.44,38.45,15.81,3.77,,
Good,Thiruvananthapuram,30-06-2017,45,,0.56,4.71,,1.89,5.98,16.46,36.71,14.91,3.28,,
Good,Thiruvananthapuram,01-07-2017,49,,0.68,3.84,,2.05,4.08,13.63,39.71,14.69,3.34,,
Good,Thiruvananthapuram,02-07-2017,39,,0.57,2.57,,2.14,1.58,14.29,27.62,10.59,4.14,,
Good,Thiruvananthapuram,03-07-2017,39,,0.65,3.51,,2.05,3.45,21.13,22.56,10.4,4.6,,
Good,Thiruvananthapuram,04-07-2017,40,,0.66,5.3,,2.02,6.88,19.87,43.69,19.2,3.86,,
Satisfactory,Thiruvananthapuram,05-07-2017,60,,0.7,4.38,,1.88,5.41,19.37,68.32,22.43,3.49,,
Satisfactory,Thiruvananthapuram,06-07-2017,63,,0.59,3.99,,1.9,4.62,18.33,55.04,19.08,3.18,,
Satisfactory,Thiruvananthapuram,07-07-2017,52,,0.65,4.69,,1.9,5.92,16.48,49.78,18.61,3.9,,
Satisfactory,Thiruvananthapuram,08-07-2017,54,,0.75,6,,1.83,8.49,16.13,47.71,33.78,3.98,,
Satisfactory,Thiruvananthapuram,09-07-2017,53,,0.53,4.3,,1.93,5.13,18.74,31.62,14.47,3.57,,
Good,Thiruvananthapuram,10-07-2017,47,,0.68,5.31,,1.92,7.1,17.31,31.78,15.94,4.36,,
Good,Thiruvananthapuram,11-07-2017,41,,0.53,4.21,,1.84,5.09,16.83,18.65,8.74,5.05,,
Good,Thiruvananthapuram,12-07-2017,39,,0.65,5.55,,1.9,7.54,15.24,36.27,17.33,4.06,,
Good,Thiruvananthapuram,13-07-2017,48,,0.63,4.69,,1.97,5.82,15.47,47.88,17.62,2.88,,
Good,Thiruvananthapuram,14-07-2017,43,,0.55,5.3,,2.05,6.83,16.82,46.79,14.44,4.29,,
Satisfactory,Thiruvananthapuram,15-07-2017,59,,0.58,5.4,,2.08,6.97,16.23,60.83,19.42,3.28,,
Satisfactory,Thiruvananthapuram,16-07-2017,52,,0.51,4.42,,2.03,5.2,15.52,43.6,18.97,4.34,,
Good,Thiruvananthapuram,17-07-2017,48,,0.46,4.83,,1.98,6.07,14.89,52.15,19.72,3.32,,
Satisfactory,Thiruvananthapuram,18-07-2017,54,,0.55,4.59,,1.99,5.59,14.13,54.44,17.01,4.07,,
Good,Thiruvananthapuram,19-07-2017,47,,0.47,4.04,,1.97,4.62,14.04,38.51,14.38,3.6,,
Good,Thiruvananthapuram,20-07-2017,43,,0.63,3.72,,1.93,4.14,12.35,35.72,13.47,4.36,,
Good,Thiruvananthapuram,21-07-2017,37,,0.49,3.79,,1.99,4.14,14.18,22.98,7.42,3.33,,
,Thiruvananthapuram,22-07-2017,,,,,,,,,,,,,
,Thiruvananthapuram,23-07-2017,,,,,,,,,,,,,
,Thiruvananthapuram,24-07-2017,,,0.82,5.96,,1.96,8.21,17.67,60.84,14.2,4.47,,
Satisfactory,Thiruvananthapuram,25-07-2017,55,,0.64,4.93,,2.09,6.06,17.05,56.6,16.93,3.97,,
Satisfactory,Thiruvananthapuram,26-07-2017,66,,0.73,6.05,,1.72,8.78,16.17,67.58,23.75,5,,
Satisfactory,Thiruvananthapuram,27-07-2017,55,,0.63,4.91,,1.82,6.48,14.58,48.62,20.52,4.02,,
Good,Thiruvananthapuram,28-07-2017,46,,0.58,5.1,,1.94,6.61,17.67,37.17,15.53,3.72,,
Good,Thiruvananthapuram,29-07-2017,41,,0.52,4.39,,2.05,5.15,19.56,32.19,15.07,2.91,,
Good,Thiruvananthapuram,30-07-2017,47,,0.55,3.14,,2.06,3.22,18.43,54.45,24.12,3.98,,
Satisfactory,Thiruvananthapuram,31-07-2017,62,,0.72,5.11,,2.07,6.58,12.89,54.37,23.5,4.85,,
Satisfactory,Thiruvananthapuram,01-08-2017,68,,0.77,4.17,,2.18,4.51,17.21,41.35,18.25,4.49,,
Satisfactory,Thiruvananthapuram,02-08-2017,62,,0.99,5.56,,1.9,7.58,14.17,46.53,15.15,4.19,,
Satisfactory,Thiruvananthapuram,03-08-2017,63,,0.98,4.62,,1.88,5.82,14.65,39.14,15.12,3.37,,
Satisfactory,Thiruvananthapuram,04-08-2017,62,,0.95,5.29,,1.85,7.14,13.62,31.64,13.43,3.93,,
Satisfactory,Thiruvananthapuram,05-08-2017,59,,0.91,5.1,,1.94,6.67,14.84,28.85,10.74,4.48,,
Satisfactory,Thiruvananthapuram,06-08-2017,54,,0.9,4.5,,1.99,5.42,16.75,34.99,13.58,4.55,,
Satisfactory,Thiruvananthapuram,07-08-2017,61,,0.96,6.14,,1.8,8.85,15.6,48.43,20.1,4.86,,
Satisfactory,Thiruvananthapuram,08-08-2017,63,,0.99,4.9,,1.79,6.53,18.68,32.81,13.97,4.37,,
Satisfactory,Thiruvananthapuram,09-08-2017,63,,1.01,5.66,,1.88,7.83,16.63,41.81,19.93,4.32,,
Satisfactory,Thiruvananthapuram,10-08-2017,61,,1.03,5.45,,1.76,7.6,17.88,41.59,18.52,3.56,,
Satisfactory,Thiruvananthapuram,11-08-2017,64,,0.98,4.84,,1.9,6.83,18.51,30.8,11.07,4.14,,
Satisfactory,Thiruvananthapuram,12-08-2017,56,,0.96,5.44,,2.03,7.14,22.88,44.62,21.49,4.39,,
Satisfactory,Thiruvananthapuram,13-08-2017,58,,0.93,4.78,,1.97,5.99,21.49,66.18,31.15,4.57,,
Satisfactory,Thiruvananthapuram,14-08-2017,74,,0.97,5.69,,1.97,7.69,8,73.12,31.42,2.91,,
Satisfactory,Thiruvananthapuram,15-08-2017,82,,0.92,4.91,,1.74,6.57,20.27,61.52,26.05,4.47,,
Satisfactory,Thiruvananthapuram,16-08-2017,58,,0.93,4.57,,1.75,5.95,13.81,44.38,20.75,3.45,,
Satisfactory,Thiruvananthapuram,17-08-2017,60,,0.99,5.28,,1.83,7.16,21.56,47.14,22.3,3.91,,
Satisfactory,Thiruvananthapuram,18-08-2017,57,,0.9,4.69,,1.88,6.05,19.78,28.83,13.49,4.34,,
Satisfactory,Thiruvananthapuram,19-08-2017,56,,0.92,4.97,,1.88,6.51,13.21,37.2,12.91,2.99,,
Satisfactory,Thiruvananthapuram,20-08-2017,55,,0.88,4.46,,1.91,5.47,16.58,34.71,12.49,2.41,,
Satisfactory,Thiruvananthapuram,21-08-2017,58,,0.95,4.69,,1.57,6.45,16.88,27.65,10.66,4.88,,
Satisfactory,Thiruvananthapuram,22-08-2017,54,,0.88,4.05,,1.98,5.06,13.82,22.79,11.18,3.49,,
Satisfactory,Thiruvananthapuram,23-08-2017,54,,0.93,4.77,,1.88,6.14,6.26,43.83,17.58,4.03,,
Satisfactory,Thiruvananthapuram,24-08-2017,93,,1.01,5.05,,1.89,6.59,27.62,63.07,24.04,3.47,,
Satisfactory,Thiruvananthapuram,25-08-2017,68,,1.02,4.61,,1.92,5.74,7.17,54.52,20.15,4.07,,
Satisfactory,Thiruvananthapuram,26-08-2017,62,,0.97,4.1,,1.98,4.72,3.95,51.49,13.5,2.73,,
Satisfactory,Thiruvananthapuram,27-08-2017,55,,0.91,4.05,,2.05,4.48,2.62,33.47,8.98,4.6,,
Satisfactory,Thiruvananthapuram,28-08-2017,57,,1,4.92,,1.86,6.43,4.14,24.65,9.04,3.69,,
Satisfactory,Thiruvananthapuram,29-08-2017,64,,0.95,5.13,,1.88,6.86,3.7,22.29,9.19,3.78,,
Satisfactory,Thiruvananthapuram,30-08-2017,58,,0.92,5.37,,1.77,7.47,5.1,34.19,12.52,3.21,,
Satisfactory,Thiruvananthapuram,31-08-2017,60,,0.98,5.01,,1.89,6.53,7.45,48.67,17.94,3.69,,
Satisfactory,Thiruvananthapuram,01-09-2017,54,,0.9,3.8,,1.98,4.1,7.69,52.14,18.93,4.01,,
Satisfactory,Thiruvananthapuram,02-09-2017,60,,0.99,4.33,,1.83,5.36,7.59,35.43,14.23,5.05,,
Satisfactory,Thiruvananthapuram,03-09-2017,52,,0.95,4.46,,2.05,5.27,7.61,34.39,16.04,4.07,,
Satisfactory,Thiruvananthapuram,04-09-2017,53,,0.88,3.49,,2.02,3.49,7.71,48.9,20.62,4.31,,
Satisfactory,Thiruvananthapuram,05-09-2017,55,,0.93,3.82,,2.03,4.12,7.6,45.75,18.4,4.99,,
Satisfactory,Thiruvananthapuram,06-09-2017,52,,0.85,3.24,,1.96,3.32,7.6,19.97,8.76,4.29,,
Satisfactory,Thiruvananthapuram,07-09-2017,64,,0.98,5.45,,1.68,7.97,7.75,35.68,16.14,3.41,,
Satisfactory,Thiruvananthapuram,08-09-2017,66,,1.01,4.46,,1.82,5.63,7.71,28.79,10.8,4.2,,
Satisfactory,Thiruvananthapuram,09-09-2017,65,,0.95,4.96,,1.91,6.42,7.7,27.17,12.77,3.63,,
Satisfactory,Thiruvananthapuram,10-09-2017,53,,0.94,3.71,,1.97,3.96,7.7,25.92,11.01,4.34,,
Satisfactory,Thiruvananthapuram,11-09-2017,61,,1.03,4.3,,2.03,4.97,7.67,28.58,12.56,5.03,,
Satisfactory,Thiruvananthapuram,12-09-2017,58,,0.96,3.7,,2,3.9,7.62,23.44,8.51,2.25,,
Satisfactory,Thiruvananthapuram,13-09-2017,59,,0.94,4.38,,1.74,5.63,7.63,20.83,8.73,4.41,,
Satisfactory,Thiruvananthapuram,14-09-2017,54,,0.93,4.29,,1.86,5.25,7.69,21.98,9.23,2.97,,
Satisfactory,Thiruvananthapuram,15-09-2017,60,,1.01,5.22,,1.93,6.97,7.56,37.03,15.46,3.4,,
Satisfactory,Thiruvananthapuram,16-09-2017,71,,1.07,4.12,,2,4.8,7.68,34.22,12.07,3.29,,
Satisfactory,Thiruvananthapuram,17-09-2017,60,,0.91,4.06,,1.98,4.65,7.59,21.48,8.79,4.86,,
Satisfactory,Thiruvananthapuram,18-09-2017,69,,0.97,4.4,,1.96,5.39,7.71,29.78,11.3,2.94,,
Satisfactory,Thiruvananthapuram,19-09-2017,65,,0.95,3.51,,1.96,3.64,7.63,38.16,11.08,4.08,,
Satisfactory,Thiruvananthapuram,20-09-2017,59,,0.95,4.04,,1.89,4.74,7.73,27.48,9.43,5.44,,
Satisfactory,Thiruvananthapuram,21-09-2017,55,,0.93,4.24,,2.06,4.83,7.66,31.36,11.33,4.72,,
Satisfactory,Thiruvananthapuram,22-09-2017,56,,0.97,5.36,,1.89,7.23,7.74,44.17,17.54,4.32,,
Satisfactory,Thiruvananthapuram,23-09-2017,57,,0.93,4.67,,1.95,5.81,7.62,48.97,21.19,4.32,,
Satisfactory,Thiruvananthapuram,24-09-2017,55,,0.91,4.39,,1.94,5.29,7.57,44.41,19.5,3.99,,
Satisfactory,Thiruvananthapuram,25-09-2017,61,,1.08,5.39,,2,7.08,7.65,52.61,27.77,3.72,,
Satisfactory,Thiruvananthapuram,26-09-2017,63,,1.03,6.33,2.97,2.08,8.78,7.67,45.45,19.74,3.44,,
Satisfactory,Thiruvananthapuram,27-09-2017,57,,0.97,5.17,2.85,2.45,5.99,7.71,29.29,14.03,3.44,,
Satisfactory,Thiruvananthapuram,28-09-2017,61,,1.13,6.06,2.5,2.14,8.17,7.53,24.1,12.72,2.91,,
Satisfactory,Thiruvananthapuram,29-09-2017,69,,0.97,4.98,2.39,1.96,6.39,7.62,29.61,11.84,4.15,,
Satisfactory,Thiruvananthapuram,30-09-2017,57,,0.97,3.89,2.22,1.91,4.43,7.57,24.03,10.28,3.74,,
Good,Thiruvananthapuram,01-10-2017,36,,0.23,1,2.22,1.09,1.96,4.38,13.37,6.15,1.86,,
,Thiruvananthapuram,02-10-2017,,,0.16,0.48,2.23,0.99,1.49,4.3,10.5,3.88,3.49,,
,Thiruvananthapuram,03-10-2017,,,0.16,0.83,2.5,0.69,4.31,3.61,17.57,7.71,2.07,,
,Thiruvananthapuram,04-10-2017,,,0.18,0.97,2.84,0.82,5.03,3.93,22,12.07,2.11,,
,Thiruvananthapuram,05-10-2017,,,0.19,1.18,3.13,1.36,5.51,4.83,30.71,18.07,2.21,,
,Thiruvananthapuram,06-10-2017,,,0.14,0.68,2.73,1.13,3.42,3.99,13,7.5,2.17,,
,Thiruvananthapuram,07-10-2017,,,0.25,1.56,2.65,0.97,4.91,4.13,19.95,10.41,2.15,,
,Thiruvananthapuram,08-10-2017,,,0.19,0.99,3.06,0.92,3.03,3.82,33.45,18.35,2.16,,
,Thiruvananthapuram,09-10-2017,,,0.3,1.8,3.15,0.87,5.41,4.44,42.21,19.75,2.24,,
,Thiruvananthapuram,10-10-2017,,,0,0,3.22,,,,,,,,
,Thiruvananthapuram,11-10-2017,,,0,0,2.87,,,,,,,,
,Thiruvananthapuram,12-10-2017,,,0,0,2.38,,,,,,,,
,Thiruvananthapuram,13-10-2017,,,0,0,2.53,,,,,,,,
,Thiruvananthapuram,14-10-2017,,,0,0,1.73,,,,,,,,
,Thiruvananthapuram,15-10-2017,,,0,0,2.27,,,,,,,,
,Thiruvananthapuram,16-10-2017,,,0,0,2.78,,,,,,,,
,Thiruvananthapuram,17-10-2017,,,0,0,2.58,,,,,,,,
,Thiruvananthapuram,18-10-2017,,,0,0,2.41,,,,,,,,
,Thiruvananthapuram,19-10-2017,,,0.45,2.91,2.34,1.59,8.87,7.07,32.08,17.04,4.38,,
,Thiruvananthapuram,20-10-2017,,,0.02,0.1,2.35,0.95,3.12,3.83,16,11.5,2.6,,
,Thiruvananthapuram,21-10-2017,,,0.12,0.6,2.77,1.62,6.55,6.51,24.75,7.5,1.51,,
,Thiruvananthapuram,22-10-2017,,,0,0,2.64,,,,,,,,
,Thiruvananthapuram,23-10-2017,,,0.2,1.41,4.33,1.62,10.85,5.95,68.55,39.6,2.53,,
,Thiruvananthapuram,24-10-2017,,,0.02,0.1,4.13,1,3.2,3.85,43.5,30,2.35,,
,Thiruvananthapuram,25-10-2017,,,0,0,3.53,,,,,,,,
,Thiruvananthapuram,26-10-2017,,,0,0,3.32,,,,,,,,
,Thiruvananthapuram,27-10-2017,,,0.03,0.13,4.74,1.1,4.05,3.75,32.5,23,2.1,,
,Thiruvananthapuram,28-10-2017,,,0,0,5.19,,,,,,,,
,Thiruvananthapuram,29-10-2017,,,0,0,5.17,,,,,,,,
,Thiruvananthapuram,30-10-2017,,,0,0,5.08,,,,,,,,
Satisfactory,Thiruvananthapuram,31-10-2017,72,,1.15,5.92,4.06,1.76,8.44,7.6,36.52,26.32,3.77,,
Satisfactory,Thiruvananthapuram,01-11-2017,67,,1.06,5.43,4.15,2.02,7.14,7.71,37.06,24.01,2.76,,
Satisfactory,Thiruvananthapuram,02-11-2017,65,,1.12,6.32,4.36,1.93,8.94,7.77,35.06,22.38,4.25,,
Satisfactory,Thiruvananthapuram,03-11-2017,69,,1.18,7.04,4.86,1.93,10.28,7.77,40.5,25.48,3.45,,
Satisfactory,Thiruvananthapuram,04-11-2017,77,,1.31,6.78,4.21,1.94,9.8,7.76,45.71,30.17,4.07,,
Satisfactory,Thiruvananthapuram,05-11-2017,67,,1.05,5.13,4.03,2.04,6.54,7.69,24.78,19.39,4.12,,
Satisfactory,Thiruvananthapuram,06-11-2017,76,,1.24,7.88,4.04,1.89,12.03,7.7,41.97,26.15,3.64,,
Satisfactory,Thiruvananthapuram,07-11-2017,70,,1.11,7.73,4,1.94,11.58,7.74,29.74,19.07,4.55,,
Satisfactory,Thiruvananthapuram,08-11-2017,83,,1.27,9.29,4.06,1.94,14.55,7.82,28.67,13.15,5.68,,
Satisfactory,Thiruvananthapuram,09-11-2017,64,,1.11,7.43,4.03,2.02,10.9,7.76,27.27,16.32,3.63,,
