Age Group,Ever Married,Gender,Graduated,ID,Martial Status,Profession,Spending Level,Spending Score,Age,Family Size,Work Experience
Senior,Yes,Male,Yes,466104,Married,Artist,Low Spender,Average,62,2,7
Young Adult,No,Male,No,464670,Single,Healthcare,Low Spender,Low,18,2,1
Middle-Aged,Yes,Female,No,461526,Married,Engineer,Low Spender,Average,33,5,
Middle-Aged,,Male,Yes,464258,Single,Executive,Top Spender,High,41,3,1
Middle-Aged,Yes,Male,Yes,465663,Married,Doctor,Low Spender,Low,43,2,11
Senior,Yes,Male,Yes,462647,Married,Artist,Low Spender,Average,58,2,1
Senior,Yes,Female,,460458,Married,Engineer,Low Spender,Average,52,2,1
Middle-Aged,Yes,Male,No,461228,Married,Engineer,Low Spender,Low,37,7,
Young Adult,No,Female,No,464391,Single,Doctor,Low Spender,Low,26,4,7
Senior,Yes,Female,No,466723,Married,Engineer,Low Spender,Average,59,4,0
Young Adult,No,Female,Yes,460944,Single,Healthcare,Low Spender,Low,20,6,9
Senior,Yes,Male,Yes,459956,Married,Artist,Low Spender,Average,63,2,0
Middle-Aged,Yes,Female,Yes,467407,Married,Artist,Low Spender,Average,38,4,8
Middle-Aged,Yes,Female,Yes,463179,Married,Artist,Low Spender,Average,35,4,9
Middle-Aged,Yes,Male,Yes,466074,Married,Artist,Low Spender,Low,39,2,2
Senior,No,Female,No,465153,Single,Artist,Low Spender,Low,83,1,1
Middle-Aged,Yes,Female,Yes,467818,Married,Artist,Low Spender,Average,46,2,
Senior,Yes,Female,Yes,465587,Married,Artist,Low Spender,Average,62,2,
Young Adult,No,Female,Yes,467093,Single,Healthcare,Low Spender,Low,29,5,5
Senior,Yes,Male,No,466171,Married,Entertainment,Low Spender,Low,85,2,1
Young Adult,No,Female,No,464230,Single,Healthcare,Low Spender,Low,23,5,0
Senior,Yes,Female,No,465934,Married,Engineer,Low Spender,Low,51,1,1
Young Adult,No,Female,No,465728,Single,Healthcare,Low Spender,Low,23,5,3
Middle-Aged,No,Male,Yes,466185,Single,Engineer,Low Spender,Low,42,4,7
Young Adult,No,Female,No,466208,Single,Marketing,Low Spender,Low,27,4,1
Middle-Aged,Yes,Female,No,464972,Married,Homemaker,Low Spender,Average,31,2,9
Middle-Aged,No,Male,Yes,459863,Single,Artist,Low Spender,Low,40,1,2
Middle-Aged,Yes,Male,Yes,462718,Married,Artist,Low Spender,Average,43,4,1
Young Adult,No,Male,No,466698,Single,Executive,Low Spender,Low,19,4,4
Young Adult,No,Female,No,459740,Single,Entertainment,Low Spender,Low,27,5,
Senior,Yes,Female,Yes,459844,Married,Artist,Top Spender,High,57,1,1
Middle-Aged,Yes,Male,Yes,466526,Married,Healthcare,Low Spender,Average,40,3,
Middle-Aged,,Male,Yes,463798,Single,Artist,Low Spender,Low,48,1,0
Senior,Yes,Female,Yes,464478,Married,Lawyer,Top Spender,High,70,3,0
Senior,Yes,Male,No,466817,Married,Executive,Top Spender,High,57,3,0
Middle-Aged,No,Female,No,467156,Single,Artist,Low Spender,Low,50,1,1
Senior,Yes,Female,Yes,463790,Married,Artist,Low Spender,Average,55,2,0
Middle-Aged,Yes,Male,Yes,462026,Married,Engineer,Low Spender,Average,39,3,14
Senior,Yes,Male,Yes,463760,Married,Executive,Low Spender,Low,65,2,3
Senior,Yes,Male,No,460111,Married,Engineer,Low Spender,Low,66,1,
Middle-Aged,Yes,Male,Yes,463246,Married,Artist,Low Spender,Average,48,2,1
Young Adult,No,Male,No,460793,Single,Healthcare,Low Spender,Low,22,4,8
Middle-Aged,,Female,No,465470,Single,Engineer,Low Spender,Low,46,3,0
Young Adult,No,Male,No,459487,Single,Artist,Low Spender,Low,26,3,9
Middle-Aged,No,Male,Yes,464209,Single,Healthcare,Low Spender,Low,31,5,1
Senior,Yes,Female,Yes,460866,Married,Artist,Low Spender,Low,70,1,1
Middle-Aged,Yes,Female,No,460409,Married,Homemaker,Top Spender,High,35,9,3
Senior,Yes,Female,Yes,459211,Married,Lawyer,Top Spender,High,85,2,0
Middle-Aged,Yes,Female,Yes,464851,Married,Artist,Low Spender,Average,49,3,2
Middle-Aged,Yes,Male,Yes,463883,Married,Artist,Low Spender,Average,36,4,0
Senior,Yes,Female,No,460172,Married,Homemaker,Low Spender,Low,57,1,1
Senior,Yes,Female,Yes,463169,Married,Lawyer,Low Spender,Low,88,1,0
Middle-Aged,Yes,Female,No,465924,Married,Entertainment,Low Spender,Low,30,2,0
Young Adult,No,Female,No,460046,Single,Healthcare,Low Spender,Low,18,5,3
Middle-Aged,Yes,Male,Yes,461897,Married,Entertainment,Low Spender,Low,37,1,4
Middle-Aged,Yes,Female,No,461499,Married,Doctor,Low Spender,Low,43,2,0
Young Adult,No,Male,Yes,467803,Single,Healthcare,Low Spender,Low,22,4,14
Senior,Yes,Female,Yes,462559,Married,Artist,Top Spender,High,57,3,7
Middle-Aged,Yes,Male,Yes,461667,Married,Artist,Low Spender,Low,40,2,1
Young Adult,Yes,Male,No,460124,Married,Entertainment,Low Spender,Low,25,9,5
Middle-Aged,Yes,Female,Yes,464970,Married,Engineer,Low Spender,Average,39,2,9
Young Adult,No,Male,No,464095,Single,Healthcare,Low Spender,Low,18,3,7
Senior,Yes,Female,No,463157,Married,,Low Spender,Low,51,3,0
Middle-Aged,Yes,Female,Yes,463250,Married,Artist,Top Spender,High,42,2,4
Young Adult,No,Male,No,463768,Single,Healthcare,Low Spender,Low,26,3,1
Middle-Aged,No,Female,Yes,465096,Single,Doctor,Low Spender,Low,37,1,
Young Adult,No,Male,No,466050,Single,Entertainment,Low Spender,Low,18,4,0
Senior,Yes,Male,Yes,461706,Married,Marketing,Low Spender,Average,53,2,0
Senior,Yes,Male,Yes,465184,Married,Doctor,Low Spender,Average,65,5,8
Middle-Aged,Yes,Female,No,462386,Married,Engineer,Low Spender,Average,37,2,3
Young Adult,No,Female,No,463685,Single,Healthcare,Low Spender,Low,18,3,1
Senior,Yes,Female,No,466967,Married,Artist,Low Spender,Average,51,4,1
Middle-Aged,Yes,Male,No,463505,Married,Executive,Low Spender,Average,42,4,2
Middle-Aged,No,Male,Yes,466145,Single,Marketing,Low Spender,Low,43,1,1
Senior,Yes,Female,Yes,466887,Married,Lawyer,Low Spender,Low,72,1,0
Senior,Yes,Male,Yes,464366,Married,Entertainment,Low Spender,Average,52,4,1
Young Adult,No,Male,No,467735,Single,Healthcare,Low Spender,Low,29,4,0
Middle-Aged,Yes,Male,Yes,460057,Married,Artist,Top Spender,High,47,3,0
Young Adult,No,Male,No,460524,Single,Healthcare,Low Spender,Low,19,3,0
Middle-Aged,Yes,Male,Yes,459842,Married,Executive,Top Spender,High,50,5,0
Senior,Yes,Female,,460680,Married,Homemaker,Low Spender,Average,69,,
Middle-Aged,Yes,Female,Yes,460986,Married,Artist,Low Spender,Average,48,2,
Senior,Yes,Male,Yes,466460,Married,Artist,Low Spender,Average,56,5,0
Young Adult,No,Female,No,460515,Single,Marketing,Low Spender,Low,22,4,0
Senior,Yes,Female,Yes,464344,Married,Artist,Low Spender,Average,51,3,
Middle-Aged,No,Male,Yes,460313,Single,Marketing,Low Spender,Low,31,4,0
Young Adult,No,Male,Yes,459976,Single,Entertainment,Low Spender,Low,25,3,8
Young Adult,No,Female,No,460860,Single,Artist,Low Spender,Low,25,3,3
Middle-Aged,No,Female,Yes,460468,Single,Artist,Low Spender,Low,36,1,1
Middle-Aged,Yes,Female,Yes,463074,Married,Artist,Low Spender,Average,48,2,0
Senior,No,Male,No,466175,Single,Lawyer,Low Spender,Low,73,1,0
Senior,Yes,Male,Yes,459221,Married,Executive,Low Spender,Low,55,4,0
Middle-Aged,Yes,Female,No,461815,Married,Engineer,Low Spender,Average,35,3,0
Middle-Aged,No,Female,Yes,461633,Single,Artist,Low Spender,Low,39,1,
Senior,Yes,Female,No,465582,Married,Lawyer,Low Spender,Low,75,1,1
Middle-Aged,Yes,Female,Yes,463553,Married,Artist,Low Spender,Average,49,3,0
Young Adult,No,Male,No,462586,Single,Healthcare,Low Spender,Low,25,2,1
Middle-Aged,Yes,Male,Yes,467611,Married,Artist,Low Spender,Low,48,1,0
Middle-Aged,No,Male,No,463763,Single,Entertainment,Low Spender,Low,33,4,0
Senior,Yes,Female,No,463836,Married,Artist,Top Spender,High,70,2,
Middle-Aged,Yes,Male,No,465085,Married,Artist,Low Spender,Average,48,2,5
Young Adult,No,Female,Yes,462901,Single,Artist,Low Spender,Low,27,1,1
Middle-Aged,Yes,Male,Yes,460558,Married,Engineer,Low Spender,Average,37,2,1
Senior,Yes,Male,No,459983,Married,Artist,Low Spender,Low,78,2,1
Middle-Aged,No,Male,No,464702,Single,Marketing,Low Spender,Low,32,3,1
Young Adult,No,Male,No,462530,Single,Healthcare,Low Spender,Low,18,3,7
Middle-Aged,Yes,Female,Yes,460648,Married,Artist,Low Spender,Average,45,2,7
Senior,Yes,Male,No,464198,Married,Executive,Top Spender,High,61,2,
Middle-Aged,Yes,Male,No,460025,Married,Engineer,Low Spender,Average,49,2,0
Middle-Aged,Yes,Female,Yes,459100,Married,Artist,Low Spender,Average,49,2,
Middle-Aged,Yes,Male,Yes,465052,Married,Entertainment,Low Spender,Low,37,2,4
Young Adult,No,Male,No,459721,Single,Healthcare,Low Spender,Low,20,2,0
Middle-Aged,No,Female,Yes,463105,Single,Artist,Low Spender,Low,42,1,0
Senior,Yes,Female,Yes,461148,Married,Artist,Low Spender,Average,62,5,0
Senior,Yes,Female,No,467319,Married,Engineer,Top Spender,High,59,3,1
Senior,Yes,Male,Yes,466994,Married,Entertainment,Low Spender,Low,71,2,
Middle-Aged,Yes,Female,Yes,459322,Married,Artist,Top Spender,High,42,,0
Middle-Aged,Yes,Female,Yes,464603,Married,Artist,Low Spender,Average,35,3,0
Middle-Aged,No,Female,No,465650,Single,Homemaker,Low Spender,Low,31,2,8
Senior,Yes,Male,Yes,460882,Married,Artist,Low Spender,Average,53,2,8
Middle-Aged,Yes,Female,Yes,459521,Married,Artist,Top Spender,High,45,3,0
Middle-Aged,No,Female,No,467887,Single,Artist,Low Spender,Low,39,4,1
Young Adult,No,Male,No,462414,Single,Healthcare,Low Spender,Low,27,4,0
Middle-Aged,No,Female,Yes,465779,Single,Artist,Low Spender,Low,42,2,0
Young Adult,Yes,Female,No,461505,Married,Engineer,Low Spender,Low,25,1,4
Senior,Yes,Male,Yes,461894,Married,Doctor,Top Spender,High,72,4,1
Senior,Yes,Female,Yes,466089,Married,Lawyer,Top Spender,High,80,2,3
Senior,Yes,Male,No,459657,Married,Artist,Low Spender,Low,57,3,1
Middle-Aged,Yes,Male,Yes,465668,Married,Artist,Low Spender,Average,32,3,0
Senior,Yes,Female,Yes,464737,Married,Artist,Low Spender,Average,55,3,3
Middle-Aged,Yes,Female,Yes,459273,Married,Lawyer,Top Spender,High,40,2,4
Young Adult,Yes,Male,Yes,460396,Married,Doctor,Low Spender,Low,29,2,2
Senior,Yes,Male,Yes,467423,Married,Artist,Low Spender,Average,56,3,
Middle-Aged,Yes,Male,Yes,463638,Married,Executive,Top Spender,High,43,6,1
Young Adult,No,Male,No,464715,Single,Entertainment,Low Spender,Low,26,3,1
Senior,Yes,Male,Yes,462536,Married,Entertainment,Low Spender,Average,68,2,0
Middle-Aged,Yes,Female,Yes,461495,Married,Artist,Low Spender,Average,38,3,
Senior,Yes,Male,Yes,465070,Married,Artist,Low Spender,Average,51,3,3
Middle-Aged,Yes,Female,Yes,461235,Married,Entertainment,Low Spender,Low,42,3,0
Senior,Yes,Male,No,463857,Married,Lawyer,Top Spender,High,69,2,
Young Adult,No,Female,Yes,462941,Single,Entertainment,Low Spender,Low,25,2,0
Young Adult,No,Male,No,461108,Single,Healthcare,Low Spender,Low,18,3,4
Middle-Aged,No,Female,Yes,466381,Single,Artist,Low Spender,Low,42,1,3
Young Adult,Yes,Male,Yes,463561,Married,Doctor,Low Spender,Average,25,3,8
Middle-Aged,Yes,Female,Yes,461196,Married,Artist,Low Spender,Average,31,4,1
Senior,Yes,Male,Yes,467551,Married,Artist,Low Spender,Low,51,3,
Middle-Aged,No,Female,Yes,464310,Single,Artist,Low Spender,Low,31,1,1
Middle-Aged,Yes,Female,Yes,460876,Married,Artist,Low Spender,Average,40,3,4
Senior,Yes,Male,Yes,465066,Married,Lawyer,Low Spender,Low,87,3,0
Middle-Aged,No,Male,No,467829,Single,Entertainment,Low Spender,Low,33,3,0
Middle-Aged,No,Female,Yes,467146,Single,Healthcare,Low Spender,Low,31,4,
Middle-Aged,No,Male,No,466996,Single,Healthcare,Low Spender,Low,31,4,1
Senior,Yes,Male,No,461611,Married,Entertainment,Low Spender,Average,70,3,6
Senior,Yes,Male,Yes,463987,Married,Lawyer,Low Spender,Low,78,1,6
Young Adult,No,Male,No,462596,Single,Artist,Low Spender,Low,25,3,
Senior,Yes,Female,No,465460,Married,Lawyer,Top Spender,High,79,2,0
Senior,Yes,Female,Yes,467158,Married,Artist,Low Spender,Average,51,3,0
Young Adult,No,Female,No,461766,Single,Healthcare,Low Spender,Low,23,3,0
Middle-Aged,Yes,Male,Yes,467856,Married,Artist,Low Spender,Average,42,3,
Senior,Yes,Male,No,462076,Married,Executive,Low Spender,Low,81,1,6
Senior,Yes,Female,No,461731,Married,Artist,Low Spender,Low,59,,0
Senior,Yes,Female,No,464568,Married,Executive,Top Spender,High,62,3,1
Young Adult,No,Male,Yes,466458,Single,Doctor,Low Spender,Low,25,2,8
Senior,Yes,Male,No,466695,Married,Artist,Low Spender,Low,52,2,1
Middle-Aged,No,Male,No,465415,Single,Marketing,Low Spender,Low,40,,0
Young Adult,No,Female,Yes,462773,Single,Healthcare,Low Spender,Low,29,4,1
Young Adult,No,Male,No,463916,Single,Healthcare,Low Spender,Low,18,6,0
Middle-Aged,Yes,Male,Yes,460529,Married,Entertainment,Low Spender,Low,45,2,0
Senior,Yes,Male,Yes,460044,Married,Lawyer,Low Spender,Low,79,1,1
Middle-Aged,No,Male,Yes,465192,Single,Healthcare,Low Spender,Low,40,1,1
Young Adult,No,Male,No,462600,Single,Executive,Low Spender,Low,28,8,6
Middle-Aged,Yes,Female,Yes,462378,Married,Doctor,Low Spender,Average,41,4,1
Senior,Yes,Male,No,466259,Married,Executive,Top Spender,High,75,2,
Young Adult,No,Male,Yes,464225,Single,Artist,Low Spender,Low,28,1,6
Middle-Aged,Yes,Female,No,466783,Married,Healthcare,Low Spender,Low,42,4,0
Middle-Aged,Yes,Male,,465757,Married,Homemaker,Low Spender,Low,38,,8
Middle-Aged,Yes,Male,Yes,467805,Married,Artist,Low Spender,Average,30,2,7
Young Adult,No,Male,No,459478,Single,Healthcare,Low Spender,Low,20,3,1
Middle-Aged,Yes,Male,No,466491,Married,Healthcare,Low Spender,Low,35,4,3
Senior,Yes,Male,Yes,461118,Married,Lawyer,Low Spender,Low,78,2,0
Senior,Yes,Female,Yes,459024,Married,Doctor,Low Spender,Average,59,4,0
Middle-Aged,No,Male,No,461808,Single,Artist,Low Spender,Low,43,1,
Senior,Yes,Male,No,459426,Married,Executive,Top Spender,High,81,2,1
Middle-Aged,Yes,Female,No,462377,Married,Engineer,Low Spender,Average,36,2,1
Middle-Aged,No,Male,No,465668,Single,Doctor,Low Spender,Low,33,6,1
Middle-Aged,Yes,Male,No,462595,Married,Doctor,Low Spender,Low,37,6,
Middle-Aged,Yes,Female,Yes,459307,Married,Entertainment,Low Spender,Average,43,2,9
Senior,Yes,Female,Yes,464067,Married,Entertainment,Low Spender,Low,55,2,0
Middle-Aged,Yes,Male,Yes,466962,Married,Engineer,Top Spender,High,50,4,0
Senior,Yes,Female,Yes,467302,Married,Lawyer,Top Spender,High,84,,1
Young Adult,No,Male,,460912,Single,Healthcare,Low Spender,Low,20,3,6
Middle-Aged,Yes,Male,No,467717,Married,Executive,Top Spender,High,41,3,8
Young Adult,No,Female,No,466318,Single,Entertainment,Low Spender,Low,20,2,0
Young Adult,No,Female,No,466516,Single,Doctor,Low Spender,Low,27,2,13
Young Adult,No,Female,No,459102,Single,Healthcare,Low Spender,Low,27,3,8
Young Adult,No,Female,No,466608,Single,Healthcare,Low Spender,Low,27,5,1
Senior,No,Female,Yes,466274,Single,Artist,Low Spender,Low,51,1,0
Young Adult,No,Female,Yes,459639,Single,Engineer,Low Spender,Low,26,1,9
Senior,Yes,Female,Yes,466104,Married,Artist,Low Spender,Average,53,4,1
Middle-Aged,Yes,Male,Yes,459675,Married,Executive,Top Spender,High,38,2,5
Middle-Aged,Yes,Male,Yes,466027,Married,Artist,Low Spender,Low,36,4,9
Middle-Aged,No,Male,No,461611,Single,Artist,Low Spender,Low,31,2,1
Middle-Aged,Yes,Male,Yes,466296,Married,Healthcare,Low Spender,Low,42,3,0
Middle-Aged,Yes,Male,Yes,461836,Married,Artist,Low Spender,Average,37,4,0
Middle-Aged,Yes,Male,No,464449,Married,Executive,Top Spender,High,41,4,1
Middle-Aged,No,Female,Yes,464695,Single,Healthcare,Low Spender,Low,33,4,9
Young Adult,No,Male,No,459295,Single,Healthcare,Low Spender,Low,22,4,4
Middle-Aged,No,Male,No,465121,Single,Entertainment,Low Spender,Low,42,1,5
Young Adult,No,Male,No,465979,Single,Healthcare,Low Spender,Low,23,4,1
Middle-Aged,Yes,Male,Yes,460058,Married,Homemaker,Low Spender,Average,38,3,13
Senior,No,Female,Yes,465418,Single,Artist,Low Spender,Low,56,2,0
Young Adult,No,Female,No,461156,Single,Healthcare,Low Spender,Low,28,8,0
Young Adult,No,Male,No,461046,Single,Healthcare,Low Spender,Low,23,3,1
Middle-Aged,No,Female,Yes,460829,Single,Engineer,Low Spender,Low,37,4,1
Middle-Aged,Yes,Male,Yes,465510,Married,Artist,Low Spender,Low,39,2,
Young Adult,Yes,Male,No,467424,Married,Artist,Low Spender,Low,19,4,1
Middle-Aged,No,Male,No,465395,Single,Healthcare,Low Spender,Low,33,2,11
Middle-Aged,Yes,Male,Yes,467419,Married,Artist,Low Spender,Average,50,3,0
Middle-Aged,Yes,Female,No,461736,Married,,Low Spender,Low,32,,3
Middle-Aged,No,Female,Yes,465256,Single,Healthcare,Low Spender,Low,30,3,0
Middle-Aged,Yes,Female,Yes,459152,Married,Doctor,Low Spender,Average,50,3,7
Middle-Aged,Yes,Male,Yes,463560,Married,Artist,Low Spender,Average,31,6,
Senior,No,Male,Yes,462404,Single,Artist,Low Spender,Low,59,1,0
Senior,Yes,Male,Yes,465122,Married,Executive,Low Spender,Low,56,1,0
Senior,Yes,Female,Yes,465985,Married,Artist,Low Spender,Average,68,2,5
Senior,Yes,Female,Yes,466139,Married,Artist,Top Spender,High,84,2,0
Young Adult,No,Female,Yes,467852,Single,Entertainment,Low Spender,Low,29,1,1
Young Adult,No,Male,No,461510,Single,Healthcare,Low Spender,Low,22,4,
Middle-Aged,Yes,Female,Yes,465546,Married,Artist,Low Spender,Average,37,3,1
Middle-Aged,Yes,Female,Yes,466431,Married,Homemaker,Low Spender,Average,38,3,
Senior,Yes,Female,Yes,461458,Married,Lawyer,Low Spender,Low,87,1,1
Middle-Aged,No,Female,No,464044,Single,Healthcare,Low Spender,Low,33,7,13
Middle-Aged,Yes,Female,Yes,459150,Married,Healthcare,Low Spender,Low,40,2,0
Young Adult,No,Male,No,460846,Single,Doctor,Low Spender,Low,19,4,5
Middle-Aged,Yes,Female,Yes,461421,Married,Artist,Top Spender,High,38,2,
Senior,Yes,Male,Yes,465295,Married,Artist,Top Spender,High,68,2,1
Middle-Aged,No,Male,No,464510,Single,Healthcare,Low Spender,Low,31,3,1
Middle-Aged,,Male,Yes,459384,Single,Artist,Low Spender,Low,39,2,0
Senior,Yes,Female,Yes,464857,Married,Artist,Low Spender,Average,62,5,4
Senior,Yes,Female,Yes,462107,Married,Engineer,Low Spender,Low,51,2,1
Young Adult,No,Male,No,463310,Single,,Low Spender,Low,21,3,8
Middle-Aged,No,Male,Yes,460006,Single,Doctor,Low Spender,Low,32,1,8
Middle-Aged,Yes,Female,No,465328,Married,Artist,Low Spender,Average,31,2,7
Middle-Aged,No,Female,Yes,461495,Single,Doctor,Low Spender,Low,39,1,1
Middle-Aged,Yes,Female,Yes,459348,Married,Artist,Low Spender,Low,42,6,8
Young Adult,No,Male,Yes,461007,Single,Healthcare,Low Spender,Low,25,3,1
Middle-Aged,No,Male,,460215,Single,Entertainment,Low Spender,Low,35,2,0
Middle-Aged,No,Female,Yes,459642,Single,Executive,Low Spender,Low,35,3,9
Senior,Yes,Male,No,467834,Married,Artist,Low Spender,Average,62,4,8
Middle-Aged,Yes,Female,Yes,461420,Married,Engineer,Low Spender,Low,42,5,0
Young Adult,No,Male,Yes,466880,Single,Doctor,Low Spender,Low,28,2,2
Middle-Aged,No,Female,Yes,461947,Single,Artist,Low Spender,Low,35,1,8
Young Adult,No,Male,Yes,467240,Single,Healthcare,Low Spender,Low,25,2,1
Senior,Yes,Female,No,465038,Married,Engineer,Top Spender,High,55,5,0
Middle-Aged,Yes,Male,Yes,467231,Married,Artist,Low Spender,Low,50,2,1
Middle-Aged,Yes,Male,No,461698,Married,Executive,Top Spender,High,41,8,1
Middle-Aged,No,Female,Yes,466563,Single,Artist,Low Spender,Low,43,3,1
Senior,Yes,Female,Yes,463022,Married,Lawyer,Low Spender,Low,84,1,2
Senior,No,Male,No,460504,Single,Entertainment,Low Spender,Low,56,2,0
Senior,Yes,Male,No,463899,Married,Healthcare,Low Spender,Average,51,4,4
Senior,Yes,Male,Yes,464373,Married,Artist,Top Spender,High,57,4,0
Senior,Yes,Male,Yes,459919,Married,Lawyer,Top Spender,High,66,2,11
Senior,Yes,Female,Yes,466665,Married,Artist,Low Spender,Average,53,2,0
Middle-Aged,No,Female,Yes,460393,Single,Artist,Low Spender,Low,47,2,9
Middle-Aged,No,Female,Yes,458998,Single,Executive,Low Spender,Low,37,2,9
Young Adult,No,Male,No,459678,Single,Healthcare,Low Spender,Low,18,2,
Senior,Yes,Female,No,467247,Married,Artist,Low Spender,Average,53,4,1
Senior,Yes,Female,Yes,467776,Married,Lawyer,Top Spender,High,82,2,0
Senior,,Male,Yes,459265,Single,Artist,Low Spender,Low,51,1,0
Middle-Aged,Yes,Female,Yes,464940,Married,Doctor,Low Spender,Average,42,5,0
Middle-Aged,No,Male,No,466885,Single,Healthcare,Low Spender,Low,32,5,0
Middle-Aged,No,Female,Yes,464287,Single,Artist,Low Spender,Low,31,5,1
Young Adult,No,Male,No,462880,Single,Healthcare,Low Spender,Low,27,2,1
Young Adult,No,Female,Yes,467261,Single,Engineer,Low Spender,Low,27,4,8
Young Adult,No,Female,No,467394,Single,Doctor,Low Spender,Low,20,4,0
Young Adult,No,Male,Yes,464342,Single,Entertainment,Low Spender,Low,26,1,0
Middle-Aged,Yes,Female,Yes,464087,Married,Artist,Low Spender,Average,36,4,1
Young Adult,No,Male,No,461526,Single,Doctor,Low Spender,Low,29,3,0
Middle-Aged,Yes,Male,Yes,460605,Married,,Low Spender,Average,32,2,9
Middle-Aged,Yes,Male,Yes,464851,Married,Artist,Low Spender,Average,37,2,3
Young Adult,No,Male,No,466066,Single,Engineer,Low Spender,Low,20,2,0
Young Adult,No,Female,No,463459,Single,Healthcare,Low Spender,Low,20,4,
Middle-Aged,Yes,Female,Yes,461332,Married,Entertainment,Low Spender,Average,41,3,4
Young Adult,No,Male,Yes,465029,Single,Healthcare,Low Spender,Low,25,4,1
Senior,Yes,Female,Yes,460537,Married,Artist,Low Spender,Average,69,2,1
Young Adult,No,Male,Yes,465058,Single,Artist,Low Spender,Low,25,2,0
Middle-Aged,Yes,Male,No,462418,Married,Entertainment,Low Spender,Average,48,2,0
Senior,No,Male,No,464604,Single,Artist,Low Spender,Low,63,1,8
Senior,No,Female,Yes,461113,Single,Engineer,Low Spender,Low,55,1,8
Middle-Aged,No,Female,Yes,460203,Single,Entertainment,Low Spender,Low,40,1,1
Middle-Aged,No,Male,Yes,466421,Single,Healthcare,Low Spender,Low,31,4,0
Senior,No,Female,No,465828,Single,Engineer,Low Spender,Low,62,3,0
Young Adult,No,Male,No,460303,Single,Artist,Low Spender,Low,26,2,1
Senior,Yes,Female,Yes,465417,Married,Lawyer,Low Spender,Low,81,1,0
Middle-Aged,No,Male,Yes,465821,Single,Artist,Low Spender,Low,46,1,1
Senior,Yes,Male,No,459880,Married,Executive,Top Spender,High,60,3,1
Senior,Yes,Female,Yes,466385,Married,Homemaker,Top Spender,High,60,,2
Senior,Yes,Male,No,465149,Married,Executive,Top Spender,High,67,4,9
Young Adult,No,Female,No,461502,Single,Healthcare,Low Spender,Low,19,3,3
Young Adult,No,Female,No,462041,Single,Healthcare,Low Spender,Low,18,2,2
Middle-Aged,Yes,Female,Yes,467441,Married,Doctor,Low Spender,Average,40,8,1
Middle-Aged,No,Male,Yes,467514,Single,Marketing,Low Spender,Low,37,2,0
Middle-Aged,No,Male,Yes,462360,Single,Doctor,Low Spender,Low,39,3,3
Middle-Aged,No,Male,No,459860,Single,Homemaker,Low Spender,Low,33,4,9
Senior,Yes,Female,Yes,464354,Married,Lawyer,Top Spender,High,88,2,0
Senior,Yes,Male,No,459840,Married,Entertainment,Low Spender,Low,64,1,
Senior,Yes,Female,Yes,460293,Married,Doctor,Top Spender,High,56,4,3
Senior,No,Male,Yes,466575,Single,Artist,Low Spender,Low,51,2,1
Middle-Aged,No,Male,No,465060,Single,Doctor,Low Spender,Low,42,1,9
Young Adult,No,Male,No,461173,Single,Entertainment,Low Spender,Low,18,,7
Young Adult,No,Female,No,459012,Single,Healthcare,Low Spender,Low,23,3,0
Middle-Aged,No,Female,Yes,461079,Single,Artist,Low Spender,Low,32,6,1
Middle-Aged,Yes,Male,Yes,464473,Married,Entertainment,Low Spender,Average,35,2,1
Middle-Aged,Yes,Male,No,462841,Married,Engineer,Low Spender,Average,43,3,
Middle-Aged,No,Female,Yes,459667,Single,Artist,Low Spender,Low,40,1,
Middle-Aged,No,Male,Yes,465539,Single,Entertainment,Low Spender,Low,40,1,2
Middle-Aged,Yes,Male,Yes,462651,Married,Entertainment,Top Spender,High,37,5,
Senior,Yes,Male,Yes,461791,Married,Artist,Low Spender,Average,57,2,1
Young Adult,Yes,Male,Yes,465432,Married,Entertainment,Low Spender,Average,28,4,
Senior,Yes,Male,Yes,459210,Married,Artist,Low Spender,Low,52,2,
Middle-Aged,No,Female,No,460531,Single,Entertainment,Low Spender,Low,30,5,6
Young Adult,No,Female,No,460654,Single,Executive,Low Spender,Low,23,,8
Middle-Aged,Yes,Male,No,467536,Married,,Low Spender,Average,39,2,9
Middle-Aged,No,Male,Yes,465873,Single,Artist,Low Spender,Low,42,1,1
Middle-Aged,No,Female,Yes,465745,Single,Doctor,Low Spender,Low,39,1,7
Young Adult,No,Male,No,465876,Single,Healthcare,Low Spender,Low,21,3,
Senior,Yes,Male,Yes,464207,Married,Entertainment,Low Spender,Average,59,4,0
Young Adult,No,Male,Yes,460954,Single,Healthcare,Low Spender,Low,22,3,1
Senior,Yes,Female,No,462573,Married,Engineer,Low Spender,Average,53,4,4
Middle-Aged,Yes,Male,Yes,462681,Married,Healthcare,Low Spender,Average,35,2,10
Young Adult,No,Male,No,466991,Single,Executive,Low Spender,Low,25,1,1
Young Adult,No,Female,No,459723,Single,Healthcare,Low Spender,Low,22,3,9
Middle-Aged,Yes,Male,No,467785,Married,Entertainment,Low Spender,Low,43,2,1
Middle-Aged,Yes,Male,Yes,462943,Married,Artist,Low Spender,Average,41,5,
Middle-Aged,Yes,Male,Yes,467680,Married,Artist,Top Spender,High,35,2,0
Middle-Aged,No,Male,Yes,462641,Single,Healthcare,Low Spender,Low,33,6,0
Middle-Aged,Yes,Male,No,464371,Married,Executive,Top Spender,High,40,3,6
Middle-Aged,Yes,Female,Yes,463317,Married,Engineer,Top Spender,High,39,2,7
